CustomerId,Transaction_Frequency,Avg_Transaction_Amount,Total_Transaction_Volume,Transaction_Recency,Transaction_Amount_Variability,Avg_Transaction_Hour,Avg_Transaction_Day,Avg_Transaction_Month,Avg_Transaction_Year,RFMS_Score,Risk_Label,Recency_Bin,Frequency_Bin,Volume_Bin,Recency_WoE
CustomerId_1,0.0,0.0459741024478352,0.5568851046587217,0.9230769230769234,0.0050763086111176,0.6956521739130435,0.6666666666666666,0.9090909090909092,0.0,0.3699905069339112,Good,Very Old,Very Low,Very Low,1.0
CustomerId_10,0.0,0.0459741024478352,0.5568851046587217,0.9230769230769234,0.0050763086111176,0.6956521739130435,0.6666666666666666,0.9090909090909092,0.0,0.3699905069339112,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1001,0.0009779951100244,0.0475250360243887,0.5570443815501294,0.978021978021978,0.0019816101338418,0.3391304347826087,0.5,0.9090909090909092,0.0,0.3840110886705329,Good,Very Old,Low,Low,1.0
CustomerId_1002,0.0024449877750611,0.0471244621087562,0.5569606284513975,0.2857142857142847,0.0001693393261601,0.5849802371541502,0.4575757575757576,0.6942148760330579,0.272727272727252,0.21127997548518582,Good,Old,High,Low,1.0
CustomerId_1003,0.0012224938875305,0.0474511820445529,0.5570443815501294,0.1318681318681314,0.0018219428893526,0.6231884057971014,0.0,0.0909090909090909,1.0,0.1725337518264478,Bad,Recent,Low,Low,0.028199566160520606
CustomerId_1004,0.0,0.0473034740848811,0.5569488154152847,0.5824175824175839,0.0050763086111176,0.7826086956521738,0.7,1.0,0.0,0.2848415994582172,Good,Old,Very Low,Very Low,1.0
CustomerId_1005,0.0019559902200488,0.0476825911813719,0.5571972873658809,0.5164835164835182,0.001807804575447,0.4396135265700482,0.9,1.0,0.0,0.26890919851736195,Good,Old,High,High,1.0
CustomerId_1006,0.0,0.0471926931151273,0.5569435061855712,0.7032967032967044,0.0050763086111176,0.3043478260869565,0.3333333333333333,1.0,0.0,0.3150600523705689,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1007,0.0,0.0501837792984804,0.5570868553878382,0.8901098901098905,0.0050763086111176,0.2608695652173913,0.7666666666666667,0.9090909090909092,0.0,0.3617991863744322,Good,Very Old,Very Low,High,1.0
CustomerId_1008,0.0002444987775061,0.0481897218429117,0.5570443815501294,0.7252747252747263,0.0,0.5652173913043478,0.2666666666666666,1.0,0.0,0.32064090140059043,Good,Very Old,Very Low,Low,1.0
CustomerId_1009,0.0,0.0471373026302504,0.5569408515707144,0.2967032967032992,0.0050763086111176,0.2608695652173913,0.5333333333333333,0.0,1.0,0.2134110370685034,Good,Old,Very Low,Very Low,1.0
CustomerId_1010,0.0014669926650366,0.0474986859794401,0.5570780155203651,0.4615384615384634,0.0015020920867069,0.4968944099378882,0.4857142857142856,0.7142857142857143,0.2857142857142207,0.25502086743096625,Good,Old,Low,High,1.0
CustomerId_1012,0.0178484107579462,0.0472689014400771,0.5576013516024635,0.0549450549450547,0.0010397503094577,0.6974148061104583,0.5891891891891893,0.6228501228501229,0.364864864864785,0.1575987043263661,Bad,Very Recent,Very High,Very High,0.0020470829068577278
CustomerId_1014,0.0017114914425427,0.057659833042317,0.5609938113494767,0.549450549450551,0.0360531321473937,0.3967391304347826,0.8,1.0,0.0,0.2780389630606426,Good,Old,High,Very High,1.0
CustomerId_1016,0.0009779951100244,0.0475250360243887,0.5570443815501294,0.0549450549450547,0.0020379274065253,0.7826086956521738,0.2333333333333333,0.0909090909090909,1.0,0.15324185790130213,Bad,Very Recent,Low,Low,0.0020470829068577278
CustomerId_1020,0.0493887530562347,0.0472413685269361,0.5584895273320207,0.2857142857142847,0.0007554415676441,0.5178839151852644,0.7262725779967159,0.8996865203761755,0.0197044334975089,0.22339814152563503,Good,Old,Very High,Very High,1.0
CustomerId_1021,0.0,0.0476358169941425,0.5569647431044256,0.8571428571428577,0.0050763086111176,0.8260869565217391,0.8666666666666667,0.9090909090909092,0.0,0.3535269000618208,Good,Very Old,Very Low,Low,1.0
CustomerId_1022,0.0,0.0478573789336502,0.5569753615638527,0.3846153846153868,0.0050763086111176,0.5652173913043478,0.2666666666666666,0.0,1.0,0.2353976865448099,Good,Old,Very Low,Low,1.0
CustomerId_1025,0.0036674816625916,0.0472010016878588,0.5570295157069314,0.1318681318681314,0.000544924291688,0.6847826086956521,0.6416666666666667,0.0227272727272727,1.0,0.17314128230941359,Bad,Recent,High,Low,0.028199566160520606
CustomerId_1027,0.0031784841075794,0.0472937411853956,0.5570803250352905,0.0109890109890109,0.0010526763856609,0.5590062111801243,0.3285714285714285,0.0844155844155844,1.0,0.1428119550329702,Bad,Very Recent,High,High,0.0020470829068577278
CustomerId_1028,0.0,0.0471373026302504,0.5569408515707144,0.2747252747252737,0.0050763086111176,0.3913043478260869,0.6,0.0,1.0,0.20791653157399703,Bad,Recent,Very Low,Very Low,0.028199566160520606
CustomerId_1029,0.0019559902200488,0.0477096709739784,0.5572089676712507,0.0879120879120876,0.0026262506361828,0.4202898550724637,0.5888888888888889,0.8282828282828283,0.1111111111110858,0.16176926145084677,Bad,Recent,High,High,0.028199566160520606
CustomerId_1030,0.0017114914425427,0.0471144540552386,0.5569506736456845,0.340659340659343,0.0002156735864295,0.5217391304347826,0.2458333333333333,0.0,1.0,0.22483037643689255,Good,Old,High,Very Low,1.0
CustomerId_1031,0.0119804400977995,0.0473186262628001,0.5575054286873822,0.1648351648351642,0.0013944147150169,0.5391304347826087,0.4833333333333333,0.6599999999999999,0.3399999999999181,0.18358025840508646,Bad,Recent,Very High,Very High,0.028199566160520606
CustomerId_1032,0.0002444987775061,0.0471926931151273,0.5569488154152847,0.3736263736263758,0.0,0.0434782608695652,0.3333333333333333,0.0,1.0,0.23270492195479164,Good,Old,Very Low,Very Low,1.0
CustomerId_1033,0.0002444987775061,0.0471345331060065,0.5569432407240855,0.7252747252747263,0.000224314481853,0.3913043478260869,0.2666666666666666,1.0,0.0,0.32061561619407947,Good,Very Old,Very Low,Very Low,1.0
CustomerId_1034,0.0036674816625916,0.0473623818655477,0.5571532632330958,0.0989010989010985,0.0023857442457458,0.4701086956521739,0.4104166666666666,0.7954545454545454,0.1875,0.16493046094919647,Bad,Recent,High,High,0.028199566160520606
CustomerId_1036,0.0004889975550122,0.0470800657958776,0.5569379314943719,0.989010989010989,0.0003022483176415,0.3913043478260869,0.4666666666666667,0.9090909090909092,0.0,0.3866094795150933,Good,Very Old,Low,Very Low,1.0
CustomerId_1038,0.0009779951100244,0.047502879830438,0.5570390723204158,0.1318681318681314,0.0020199321102058,0.5652173913043478,0.0,0.0909090909090909,1.0,0.1724712998246429,Bad,Recent,Low,Low,0.028199566160520606
CustomerId_1039,0.0070904645476772,0.048001006460936,0.5582596376854222,0.1318681318681314,0.0031408470475173,0.4869565217391304,0.1188888888888888,0.6363636363636364,0.4000000000000909,0.17430455852530768,Bad,Recent,Very High,Very High,0.028199566160520606
CustomerId_1040,0.0,0.0526209606330644,0.5572036584415372,0.4065934065934087,0.0050763086111176,0.2608695652173913,0.2,0.0,1.0,0.24094926625873647,Good,Old,Very Low,High,1.0
CustomerId_1043,0.0012224938875305,0.047340401074799,0.5570125261718478,0.5164835164835182,0.0021076515491472,0.8260869565217391,0.9,1.0,0.0,0.26867963413572415,Good,Old,Low,Low,1.0
CustomerId_1044,0.0036674816625916,0.0472331870214776,0.557054195661255,0.5274725274725292,0.000623637376103,0.6766304347826086,0.7479166666666667,0.9318181818181818,0.0,0.27204855119909394,Good,Old,High,High,1.0
CustomerId_1048,0.0,0.0471926931151273,0.5569435061855712,0.4615384615384634,0.0050763086111176,0.3043478260869565,0.0333333333333333,0.0,1.0,0.25462049193100866,Good,Old,Very Low,Very Low,1.0
CustomerId_1050,0.0,0.0476358169941425,0.5569647431044256,0.5934065934065949,0.0050763086111176,0.7826086956521738,0.6666666666666666,1.0,0.0,0.2875928341277551,Good,Old,Very Low,Low,1.0
CustomerId_1052,0.0014669926650366,0.0479824031709438,0.557240292126561,0.2527472527472518,0.0055906184723054,0.4906832298136646,0.8380952380952381,0.5714285714285714,0.4285714285713311,0.20286363438471233,Bad,Recent,Low,High,0.028199566160520606
CustomerId_1053,0.0014669926650366,0.0473001190040828,0.5570114006151485,0.978021978021978,0.0005774903526424,0.2111801242236024,0.4761904761904761,0.9090909090909092,0.0,0.38412509282554075,Good,Very Old,Low,Low,1.0
CustomerId_1054,0.0124694376528117,0.0474206462644284,0.5577823644803188,0.0549450549450547,0.0018468639370074,0.7650501672240803,0.4019230769230769,0.5909090909090909,0.4230769230769056,0.1562992142695463,Bad,Very Recent,Very High,Very High,0.0020470829068577278
CustomerId_1055,0.0009779951100244,0.0472115258799854,0.556969255949682,0.9010989010989016,0.0004044380559687,0.4260869565217391,0.6,0.9090909090909092,0.0,0.364761538039652,Good,Very Old,Low,Low,1.0
CustomerId_1056,0.0007334963325183,0.047234235978785,0.5569673977192823,0.6043956043956058,0.0003349564913122,0.5,0.5583333333333333,1.0,0.0,0.2905241246118516,Good,Very Old,Low,Low,1.0
CustomerId_1057,0.0002444987775061,0.0473313908892591,0.5569621097264876,0.989010989010989,0.0011741260878708,0.2608695652173913,0.4666666666666667,0.9090909090909092,0.0,0.3865543993787457,Good,Very Old,Very Low,Low,1.0
CustomerId_1058,0.0068459657701711,0.0471346859073441,0.5570115439643508,0.0549450549450547,0.0001804492608076,0.5967016491754122,0.5080459770114943,0.6677115987460815,0.3103448275862774,0.15470064116989415,Bad,Very Recent,Very High,Low,0.0020470829068577278
CustomerId_1059,0.0019559902200488,0.047574272010946,0.5571505661444013,0.1318681318681314,0.0019527906151777,0.5797101449275363,0.4444444444444445,0.0404040404040404,1.0,0.17274367205814536,Bad,Recent,High,High,0.028199566160520606
CustomerId_1063,0.0026894865525672,0.0472049251805376,0.5570089424417912,0.0219780219780219,0.0004860120251465,0.5760869565217391,0.3305555555555555,0.0909090909090909,1.0,0.14541911274309507,Bad,Very Recent,High,Low,0.0020470829068577278
CustomerId_1064,0.0100244498777506,0.0475874162609287,0.5579557108304676,0.0659340659340657,0.0019410510824874,0.6790890269151139,0.4912698412698412,0.145021645021645,0.8809523809522943,0.15847855666057098,Bad,Recent,Very High,Very High,0.028199566160520606
CustomerId_1068,0.0,0.0471373026302504,0.5569408515707144,0.5824175824175839,0.0050763086111176,0.6086956521739131,0.7,1.0,0.0,0.28483960849707457,Good,Old,Very Low,Very Low,1.0
CustomerId_1070,0.0,0.0476358169941425,0.5569647431044256,0.2857142857142847,0.0050763086111176,0.6521739130434783,0.5666666666666667,0.0,1.0,0.21066975720467757,Good,Old,Very Low,Low,1.0
CustomerId_1071,0.0014669926650366,0.0508214029086778,0.5581927148448823,0.0219780219780219,0.0172943511209671,0.4906832298136646,0.1666666666666666,0.0779220779220779,1.0,0.1454094323719852,Bad,Very Recent,Low,Very High,0.0020470829068577278
